trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,weather,actual_duration
TRIP_00040,2026-08-11 20:33:51,,,40.773429205055,-73.97317907783084,Rainy,26.170840068727486
TRIP_00041,2026-08-09 18:01:47,40.7213684140595,-74.09061354158217,40.7348664603848,-74.11000093088492,Clear,19.671072223619355
TRIP_00042,2026-08-20 08:51:30,40.70701758588059,-74.01451928826941,40.71924093149047,-74.04534046670618,Clear,19.596539444420884
TRIP_00043,2026-08-21 03:28:55,40.69774481522054,-74.04664117951683,40.72147635822777,-74.05204275935462,Rainy,8.752877968399872
TRIP_00044,2026-08-13 14:19:33,40.63887390048163,-73.96459705925534,40.634025087671176,-73.9387827890054,Clear,8.440305646398322
TRIP_00045,2026-08-20 17:24:26,40.676807789580266,-73.95244597497987,40.70041374634265,-73.93263799755796,Clear,20.44306070209883
TRIP_00046,2026-08-24 08:19:00,40.689768061452014,-74.10972431755081,40.72329243154197,-74.10476145627581,Rainy,33.46040609011237
TRIP_00047,2026-08-03 22:48:42,40.765656111310946,-74.00710174320021,40.79194669321818,-73.98104512737146,Clear,11.392956584198005
TRIP_00048,2026-08-24 07:52:11,40.729980914478425,-73.94990692476028,40.76370717249857,-73.8987061231644,Clear,16.64453401095076
TRIP_00049,2026-08-11 12:46:24,40.624647992231864,-74.01533394811567,40.65766042051232,-73.98351015280264,Clear,15.44266659286782
TRIP_00050,2026-08-20 16:11:58,40.72900419846974,-73.96954681774989,40.69584729800234,-73.95318607789157,Clear,11.666413175248723
TRIP_00051,2026-08-19 19:10:09,40.693545885979184,-73.98844172661865,40.73265199073104,-73.94059956641883,Clear,30.87388352716567
TRIP_00052,2026-08-17 21:44:15,40.678953899984705,-73.98891698840237,40.67882345461483,-73.99771249746885,Rainy,10.338119437577282
TRIP_00053,2026-08-20 19:48:04,40.74338381444205,-74.01956574890342,40.73050863955193,-74.00631333509008,Clear,15.478122796644557
TRIP_00054,2026-08-09 21:55:31,40.7643499761248,-74.06682904020678,40.75121642128915,-74.0528616782748,Clear,7.237480479716806
TRIP_00055,2026-08-04 08:47:06,40.75936400595581,-74.06207650737124,40.79237025426998,-74.07918510512452,Snowy,34.89277802567202
TRIP_00056,2026-08-14 13:38:23,40.67083912383887,-73.97053237427724,40.684161876022124,-73.96312859914578,Clear,7.5760796254945815
TRIP_00057,2026-08-16 17:59:37,40.69733938120744,-74.00502708722405,40.66688031768788,-74.0472758776509,Clear,23.981812113514355
TRIP_00058,2026-08-07 18:39:00,40.72936317157018,-74.01292561223036,40.76370430602594,-73.93556027080048,Snowy,60.38530823094606
TRIP_00059,2026-08-17 18:21:38,40.76157725635612,-74.02719450211612,40.73838901243215,-74.0353169157692,Clear,15.817922890526257
TRIP_00060,2026-08-18 05:27:20,40.68884128810774,-74.02125944227404,40.713035928863285,-73.95367601833141,Rainy,15.831478750663766
TRIP_00061,2026-08-06 00:29:41,40.70351705116681,-73.95365441027559,40.73067201893701,-73.932511875104,Snowy,14.054579458530991
TRIP_00062,2026-08-23 07:29:38,40.6574832512997,-74.0227622040934,40.704050563750556,-73.98581628012872,Rainy,24.118803311957418
TRIP_00063,2026-08-09 00:57:56,40.65298966879597,-74.07305323566509,40.726440212389974,-74.06771722961561,Clear,20.06586576944177
TRIP_00064,2026-08-11 02:49:37,40.75342629111971,-73.96881741122299,40.73248600134269,-73.94257952046414,Clear,6.064754321249182
TRIP_00065,2026-08-11 04:30:19,40.780612001428544,-74.01624383319323,40.799037785746656,-73.97672914399358,Clear,13.411475265291822
TRIP_00066,2026-08-04 07:41:34,40.709199493920984,-74.00443020672336,40.72090943506966,-73.96449363429153,Rainy,13.630198030283417
TRIP_00067,2026-08-13 16:04:39,40.7629766448946,-73.92562108468003,40.79598913547343,-73.8823778829778,Rainy,21.43663564418851
TRIP_00068,2026-08-19 17:32:03,40.73088180125238,-74.00702802786752,40.75735186438039,-73.9980780091687,Rainy,26.43672264621102
TRIP_00069,2026-08-18 13:23:42,40.68054401226974,-73.99154081634407,40.689967624987645,-73.98595160651881,Clear,8.56962361254941
TRIP_00070,2026-08-09 12:25:48,40.73086978027542,-74.06494617456492,40.737642714617095,-74.09277146432295,Clear,7.593467065785748
TRIP_00071,2026-08-15 01:05:28,40.7897018283233,-74.01698347261755,40.77620830266778,-73.98128690228225,Clear,5.750007728607262
TRIP_00072,2026-08-07 01:55:44,40.7110086980445,-73.97552369773958,40.7606445455167,-73.92305233639988,Clear,13.708721668352965
TRIP_00073,2026-08-10 15:40:39,40.7910321827907,-74.08376868669207,40.82480830823869,-74.01528923629454,Rainy,25.239675267878287
TRIP_00074,2026-08-25 14:21:26,40.58181274479551,-73.99595774534421,40.62934579072937,-73.9668025663068,Clear,20.57463458459427
TRIP_00075,2026-08-07 21:54:18,40.75389512521876,-74.00096044636776,40.7645832411245,-74.003954839555,Clear,5.370412524717563
TRIP_00076,2026-08-04 08:18:01,40.71715235341191,-74.00393562722063,40.71744728935108,-74.03484851151931,Rainy,21.041234203368425
TRIP_00077,2026-08-07 21:50:05,40.69784963247671,-73.9541420550671,40.68550018047783,-73.9028920530746,Clear,12.569648652407707
TRIP_00078,2026-08-15 06:05:32,40.717388038826776,-73.98927807425757,40.748155566338994,-74.0231663712609,Snowy,23.61668738591165
TRIP_00079,2026-08-14 00:24:05,40.613421554269955,-73.93209640508218,40.60222775753411,-73.92231452741449,Clear,2.5283492790260587
TRIP_00080,2026-08-18 16:58:59,40.70181640560813,-74.0556794757797,40.777276297677126,-74.04240868061801,Snowy,40.27681895209596
TRIP_00081,2026-08-02 07:20:22,40.73065562857559,-73.99920377163909,40.711426351142784,-73.98128742577462,Clear,10.283198974732517
TRIP_00082,2026-08-23 01:15:03,40.78669470223708,-74.0017766606805,40.81490450581345,-73.98070258267943,Clear,11.600115395602295
TRIP_00083,2026-08-02 22:04:48,40.68688648908632,-74.05946272468775,40.75389213030273,-74.03531829799672,Clear,15.893255216386512
TRIP_00084,2026-08-02 21:45:19,40.67237531985534,-73.95818524989544,40.710348012633254,-74.0106461477578,Rainy,22.779974985340335
TRIP_00085,2026-08-07 14:49:12,40.687712147820775,-73.88976633470736,40.71298235919553,-73.86932665741125,Clear,13.850048490823305
TRIP_00086,2026-08-12 01:43:05,40.758570105885106,-74.00685030372419,40.74951559647625,-74.05373757094755,Clear,10.784606458637281
TRIP_00087,2026-08-24 00:52:00,40.72923755548299,-73.98074894558631,40.70778447982596,-73.93878240339359,Snowy,18.739206266550294
TRIP_00088,2026-08-15 15:53:06,40.68631198981165,-74.00177407620923,40.72941349307918,-73.99842783088334,Clear,13.01404016262397
TRIP_00089,2026-08-22 13:56:50,40.73846337165567,-74.04167923349536,40.80364778887892,-74.08639033525206,Rainy,26.6673501105351
TRIP_00090,2026-08-24 18:26:59,40.717653877467406,-74.0970380138901,40.72448837775306,-74.10146415421165,Clear,10.022013392256111
TRIP_00091,2026-08-23 12:20:43,40.76123224952664,-74.04128867415477,40.74706040429815,-74.03839093433031,Clear,6.713221524859504
TRIP_00092,2026-08-01 11:35:26,,,40.623952262389665,-74.01987693052094,Clear,22.709311521288605
TRIP_00093,2026-08-15 15:14:39,40.696416892670115,-73.92079489609705,40.686993947360236,-73.89489576384454,Clear,13.461143115743127
TRIP_00094,2026-08-19 14:49:10,40.693194592343396,-74.01175548469617,40.70978488706842,-73.98142213636565,Clear,8.811545204745869
TRIP_00095,2026-08-09 00:40:59,40.63962425259339,-74.02329596645235,40.70759794981849,-73.96785931742573,Clear,19.010179263611786
TRIP_00096,2026-08-23 11:01:42,40.72760601385323,-73.96154230876061,40.76780002462022,-73.94442663739835,Clear,13.756984324797982
TRIP_00097,2026-08-21 13:33:14,40.725852763609,-74.0620875551428,40.7550053257502,-74.01946191631183,Clear,17.469621778595773
TRIP_00098,2026-08-21 22:20:49,40.71305567283213,-74.04434320190023,40.72105208299309,-74.00382736848228,Clear,9.915331214024649
TRIP_00099,2026-08-14 20:59:11,40.70107064333124,-74.00259638653758,40.70357567181356,-74.02119047134465,Clear,14.716238243385943
TRIP_00100,2026-08-10 13:53:46,40.64203146289748,-73.95456155042882,40.70420089082272,-73.89037204309993,Clear,21.071037120471996
TRIP_00101,2026-08-05 01:21:05,40.69176773386173,-73.98091574774156,40.71778989008448,-74.00352480114368,Snowy,13.160634936952395
TRIP_00102,2026-08-12 01:28:35,40.695664274173666,-73.99358374287421,40.65258625341603,-73.94606274338987,Clear,15.514587930965249
TRIP_00103,2026-08-07 15:32:32,40.67268613653892,-74.0020941132382,40.672479947102005,-74.02760630434537,Clear,10.009362076100954
TRIP_00104,2026-08-14 10:11:42,40.7047357144167,-73.98598820722366,40.69898923346355,-73.9479511035791,Clear,19.217326931736284
TRIP_00105,2026-08-06 22:11:52,,,40.736614622565405,-73.92005990839904,Rainy,17.321872858026076
TRIP_00106,2026-08-12 09:39:26,40.80710929506053,-74.05749861373884,40.84399661486908,-74.04388797343535,Clear,21.335855001802177
TRIP_00107,2026-08-20 18:06:45,40.72152889064159,-74.00369603891835,40.73830554418777,-73.99138670820395,Clear,18.26612590863022
TRIP_00108,2026-08-04 00:26:07,40.72567751953614,-74.05968443294589,40.74337155732603,-74.02137123296637,Rainy,15.027612459910232
TRIP_00109,2026-08-05 07:39:59,40.709077704211694,-74.00194587285496,40.76848189905145,-73.99182776653383,Clear,15.963507795935026
TRIP_00110,2026-08-21 23:06:18,40.61686143923505,-74.03003239707441,40.61596760654145,-73.95548403596213,Clear,12.802331402093667
TRIP_00111,2026-08-04 22:19:05,40.711474306227544,-73.87903091886086,40.787400292004165,-73.8532651513771,Snowy,27.73079041333579
TRIP_00112,2026-08-12 17:11:49,40.715811510497055,-74.00799471918758,40.715672282755925,-73.9975998044342,Clear,12.556950203107736
TRIP_00113,2026-08-03 09:38:34,40.83596210562427,-74.07621197831308,40.85863805152265,-74.07242054414995,Clear,17.901598669539485
TRIP_00114,2026-08-19 12:03:30,40.703181951760946,-74.01270901053384,40.71474584389886,-74.02069746463903,Clear,7.345525504082447
TRIP_00115,2026-08-10 05:32:05,40.72787736711668,-73.98003206271811,40.75157994112171,-73.97886471232083,Clear,6.894191279584925
TRIP_00116,2026-08-08 14:30:07,40.71106441151474,-73.92233180269237,40.744402171366936,-73.91285200450213,Clear,11.913560741640259
TRIP_00117,2026-08-22 05:28:50,40.65436609811903,-74.03547261999694,40.687381155321695,-74.03010179220189,Clear,14.530940018729611
TRIP_00118,2026-08-14 01:06:39,40.769941140725756,-74.08512139870118,40.767347620807136,-74.08486665692529,Clear,6.846549129367883
TRIP_00119,2026-08-10 12:21:20,40.75039665163434,-73.96515814942845,40.73670921131091,-73.88219291251788,Clear,20.768473893064048
TRIP_00120,2026-08-20 00:40:58,40.75235159735215,-74.07502993529498,40.847446751079325,-74.08593278758967,Snowy,36.30980689993218
TRIP_00121,2026-08-10 19:01:51,40.66733062726026,-74.02780777207538,40.67281109707225,-74.00340879444599,Rainy,21.71833027133994
TRIP_00122,2026-08-11 04:49:06,40.7829397155468,-74.01888102427554,40.823916088706966,-73.98110539398272,Clear,11.076470671246188
TRIP_00123,2026-08-03 15:14:39,40.642707446860385,-74.009481672665,40.614478207544686,-73.9705784327975,Clear,11.961029900555955
TRIP_00124,2026-08-20 04:02:28,40.742142854690016,-73.97154177714629,40.753754473092876,-73.95329998941976,Clear,6.075552737431915
TRIP_00125,2026-08-05 08:26:31,40.8223227812905,-74.04018171411433,40.83850679977103,-74.02740279126975,Clear,12.800589938340044
TRIP_00126,2026-08-16 13:49:38,40.66327318374347,-74.01968646260833,40.6974576358413,-73.98614003787115,Snowy,23.394372882839285
TRIP_00127,2026-08-15 07:02:10,40.68448511351986,-74.00671351764747,40.62281148929011,-73.97871786814812,Snowy,32.956626334936615
TRIP_00128,2026-08-20 17:46:09,40.717782568254385,-73.99852010212406,40.74276678664673,-73.98628886716709,Clear,19.616668455953633
TRIP_00129,2026-08-25 02:46:56,40.687626217294195,-74.00110864126461,40.673133973633156,-74.02796499841634,Clear,7.206424213382972
TRIP_00130,2026-08-23 05:10:59,40.635266828446696,-73.98419971123887,40.66499719978254,-73.97823742290888,Snowy,16.88586613260853
TRIP_00131,2026-08-11 18:26:54,40.7162281487403,-73.96380802451792,40.70513827283516,-73.97820452942914,Rainy,19.418613674913686
TRIP_00132,2026-08-03 12:58:53,40.6596848143137,-73.98636829421746,40.65402033343593,-73.98638308071945,Clear,6.689122803795378
TRIP_00133,2026-08-08 20:42:10,40.736479621531764,-73.98332072382453,40.748270793219966,-73.96232402666902,Clear,15.437421510339677
TRIP_00134,2026-08-13 02:37:30,40.66682878828831,-74.08511115833733,40.65525890420022,-74.05434907401742,Clear,10.019672826342294
TRIP_00135,2026-08-24 09:50:11,40.79029672025088,-74.00348861504172,40.796030686848816,-73.93007503250294,Snowy,46.32877642484818
TRIP_00136,2026-08-14 10:26:20,40.67363733538319,-73.98202462259992,40.65783606232689,-73.97814681396704,Clear,16.93616204849727
TRIP_00137,2026-08-25 09:02:12,40.696696924189716,-73.96955294027148,40.66170181063875,-73.92631417121324,Rainy,32.133701450956934
TRIP_00138,2026-08-18 12:23:45,40.753475860868484,-74.04061753871169,40.80401457244137,-74.01143873797855,Clear,17.077126050020823
TRIP_00139,2026-08-14 06:43:56,40.6512567841783,-74.03895196374444,40.63237532339358,-73.98007203362525,Snowy,28.02466629941833
TRIP_00140,2026-08-04 15:50:09,40.72417299673021,-74.03470503376418,40.73881257010197,-73.99741817217631,Clear,13.700684674804144
TRIP_00141,2026-08-16 04:26:47,40.778157137714125,-73.97917930500543,40.820743870158935,-73.98943374782402,Clear,-99.0
TRIP_00142,2026-08-01 04:12:44,40.63242583827194,-73.95430594725379,40.63397751519646,-73.98599732813253,Clear,11.838924355788091
TRIP_00143,2026-08-03 16:18:36,40.72203169292661,-74.02637300536458,40.71727671593425,-73.99703515437454,Clear,11.38051655693644
TRIP_00144,2026-08-05 14:41:43,40.72579413971242,-73.96060188431865,40.75258128237244,-73.95645541425566,Clear,10.864048697813917
TRIP_00145,2026-08-24 10:32:54,40.751891143588864,-73.99982600954176,40.80542915827068,-74.00923542192028,Clear,26.15877254047207
TRIP_00146,2026-08-21 02:03:50,40.6509524644561,-74.01221428885812,40.6358730065035,-74.03024161999411,Clear,7.354491464061429
TRIP_00147,2026-08-24 19:34:17,40.64677716934579,-74.0165692114909,40.66227273438527,-73.99173994656329,Clear,21.731918079482234
TRIP_00148,2026-08-03 06:53:25,40.73889707828084,-73.9686694317699,40.70692224043182,-73.90343820079049,Clear,15.319541244957982
TRIP_00149,2026-08-21 23:58:00,40.72764923366166,-73.98972110916064,40.735853203551194,-73.98198127953182,Clear,4.15619428428187
TRIP_00150,2026-08-19 17:33:59,40.72532464251729,-73.89220872861762,40.74635078305344,-73.85450061928536,Clear,22.762767132499505
TRIP_00151,2026-08-12 16:20:20,40.73012241047485,-74.04861123214987,40.724483671222195,-74.0316792226564,Clear,6.4523366071632555
TRIP_00152,2026-08-03 11:27:24,40.67879876392108,-73.9800949148985,40.685089008906324,-73.9987763775716,Clear,7.629628900129867
TRIP_00153,2026-08-12 05:41:29,40.72441268485805,-74.03246005049057,40.70216588180883,-73.99041571018526,Clear,14.527148568158069
TRIP_00154,2026-08-22 05:13:33,40.727453623664935,-74.04946434934944,40.74976598200638,-74.06230511067025,Clear,7.734432221921091
TRIP_00155,2026-08-11 14:57:25,40.67708242909868,-74.00654335685175,40.72875325656518,-73.98589455793395,Clear,17.830121487172185
TRIP_00156,2026-08-08 21:12:29,40.80608872555724,-73.99913237602965,40.79317440946412,-73.9893779884798,Clear,4.991941938759215
TRIP_00157,2026-08-19 09:40:49,40.73649164604559,-73.860091322247,40.73781149304902,-73.81329899921003,Clear,18.419621476286434
TRIP_00158,2026-08-07 02:30:11,40.65323482513987,-74.01520729078416,40.68831121253349,-74.02695182055828,Clear,12.303964825928485
TRIP_00159,2026-08-15 21:52:44,40.745627680431696,-74.06250893647423,40.80199040201138,-74.03078283924017,Clear,21.961866278707557
TRIP_00160,2026-08-06 07:13:34,40.66406591648864,-73.99234946412528,40.63927022212237,-73.99754338634574,Rainy,14.20138506630258
TRIP_00161,2026-08-16 17:23:16,40.752154230187124,-74.10973200187732,40.76709068806465,-74.10506515824719,Clear,14.532220630290094
TRIP_00162,2026-08-18 09:16:15,40.77072977895037,-74.01059783913021,40.79922370361995,-74.09965384595641,Clear,35.03982985812807
TRIP_00163,2026-08-21 23:33:51,40.67176588408242,-74.00519873588524,40.68870419236355,-73.92243577873671,Clear,10.371089686912594
TRIP_00164,2026-08-04 10:26:38,40.760968806462216,-73.96626998085274,40.7066650444559,-73.92975327286796,Rainy,39.05062210092798
TRIP_00165,2026-08-17 18:37:41,40.733439046346824,-73.95731888752861,40.76847174662608,-73.96033931210675,Clear,20.96130981718982
TRIP_00166,2026-08-21 03:24:58,40.753903007999725,-74.03117848094539,40.819483098532444,-74.04491815159537,Rainy,22.145556312074227
TRIP_00167,2026-08-25 00:38:25,40.807639649132696,-74.0135307007315,40.83113950166778,-74.00840016331787,Rainy,6.3242607738462455
TRIP_00168,2026-08-25 20:15:48,40.70053059419986,-74.04430604153053,40.68959741260103,-74.00279965548594,Rainy,27.780039926633144
TRIP_00169,2026-08-24 04:53:54,40.675113191782124,-74.06240312774038,40.6797193743912,-74.09916567550793,Rainy,11.65378968754517
TRIP_00170,2026-08-10 06:12:29,40.668324278518725,-73.99050526103098,40.74142167054839,-73.97475279360981,Clear,19.948032210035944
TRIP_00171,2026-08-07 14:16:54,40.67200948575173,-74.06967927742983,40.719308361977546,-73.99656002125595,Clear,20.455341506255554
TRIP_00172,2026-08-03 04:41:04,40.7089449145293,-74.0267313450286,40.748145713080824,-74.04074973510762,Snowy,20.892802327000346
TRIP_00173,2026-08-24 06:06:53,,,40.760549976246864,-74.03334714683206,Snowy,21.711922530517814
TRIP_00174,2026-08-23 13:54:14,40.726634539966504,-73.97851584068549,40.726800426600775,-73.89241654622775,Clear,17.64952093572593
TRIP_00175,2026-08-05 04:03:29,40.7541591624518,-73.91592849503668,40.76814202703213,-73.87696394614596,Clear,11.6910630121351
TRIP_00176,2026-08-20 20:25:08,40.713450094593895,-74.07107939914016,40.73111241252354,-74.04730168452559,Rainy,25.332996350014124
TRIP_00177,2026-08-12 15:21:39,40.78547670385787,-74.09865092414488,40.8219639333398,-74.06345183049761,Clear,15.632525483358812
TRIP_00178,2026-08-09 11:29:19,40.699567158338105,-74.0122443442675,40.76483472516611,-74.00427030431779,Clear,17.791893570918734
TRIP_00179,2026-08-07 20:03:27,40.84880845832948,-74.00521511020212,40.902358602433274,-73.94622617164302,Clear,31.80293160011818
TRIP_00180,2026-08-23 02:32:06,40.74408336738825,-73.99506703466214,40.72150183671437,-73.98704693534914,Clear,6.348211092846037
TRIP_00181,2026-08-09 01:38:41,40.66994212217919,-74.02831602576171,40.696661971246215,-74.0670914740238,Clear,9.052912717995692
TRIP_00182,2026-08-02 12:28:34,40.65925537509695,-74.01603196494128,40.70135827545199,-74.00777105805949,Rainy,17.579651085254103
TRIP_00183,2026-08-13 09:29:43,40.73692362076216,-73.98762447947297,40.775489430666504,-73.99662651536927,Clear,20.251777083387477
TRIP_00184,2026-08-03 19:05:02,40.70162686073371,-73.95397845536776,40.70274984783209,-73.94241427573368,Snowy,21.54014123123372
TRIP_00185,2026-08-25 01:54:21,40.748500024704605,-74.10375243851591,40.855923301177654,-74.09152496028833,Snowy,41.17232585577144
TRIP_00186,2026-08-14 14:49:26,40.73646188122868,-74.02444697195158,40.71814934435874,-73.96852427595744,Rainy,21.999459734968088
TRIP_00187,2026-08-19 21:09:51,40.70915855436716,-73.99530956030294,40.696662900967176,-73.95445077850302,Snowy,22.801932598583353
TRIP_00188,2026-08-17 16:18:23,40.67046031409658,-74.05189880523054,40.69746816653443,-74.02400084060328,Clear,10.834307299495157
TRIP_00189,2026-08-04 10:16:55,40.63705763876571,-73.91944151841163,40.72056173041463,-73.89952988075161,Clear,38.31245828940757
TRIP_00190,2026-08-10 21:16:43,40.69047425239665,-74.03777049401144,40.685388406875525,-74.04953623427718,Rainy,12.599294832486446
TRIP_00191,2026-08-10 09:37:16,40.755619939716176,-74.00806463435036,40.76764508874677,-74.05349989148033,Clear,17.801940388214355
TRIP_00192,2026-08-19 01:03:49,40.723504687206514,-73.97819889515789,40.775823497396985,-73.95480409481611,Clear,16.52416919633318
TRIP_00193,GARBAGE_TIMESTAMP_TEXT,40.6505130610644,-74.03556423944009,40.66997719641777,-73.99172500333289,Clear,8.8633007345184
TRIP_00194,2026-08-07 11:33:17,40.72145904629256,-74.09832865239022,40.73142093065665,-74.08157866888756,Clear,9.17600330288548
TRIP_00195,2026-08-24 12:12:24,40.732065868986446,-74.02743272634582,40.76903485604305,-74.02347835602943,Rainy,18.048588277331355
TRIP_00196,2026-08-05 06:28:43,40.66860712818995,-73.95452797220365,40.696782667896834,-73.92059290724723,Clear,13.865975751902603
TRIP_00197,2026-08-25 13:32:23,40.72048625529728,-74.02284475633925,40.77139941886639,-74.00534472235799,Rainy,26.16718070663672
TRIP_00198,2026-08-10 08:09:38,40.715710435922304,-74.04832171507294,40.77445450259427,-73.97774938931373,Clear,35.66246559369901
TRIP_00199,2026-08-16 11:43:57,40.65565148510847,-73.95971638952486,40.68486157690863,-73.90273453926281,Clear,13.321862264821625
TRIP_00200,2026-08-19 12:52:49,40.730689368017416,-74.02253874480115,40.75944134977876,-73.97375350309045,Clear,16.126753799510915
TRIP_00201,2026-08-03 06:00:34,40.740839226318414,-74.03150804068251,40.767262555787,-73.98877601725621,Rainy,18.240397375122704
TRIP_00202,2026-08-21 13:03:18,40.766952562158764,-73.99852719551683,40.80162647885824,-74.01723221795038,Clear,14.439193287860618
TRIP_00203,2026-08-22 05:51:08,40.765490102601746,-73.96746248951906,40.78714522173789,-73.92757267845748,Snowy,19.805482404286092
TRIP_00204,2026-08-11 21:46:08,40.643916531602144,-73.88691432341338,40.663898277132475,-73.85562454468398,Rainy,15.40320583598839
TRIP_00205,2026-08-11 09:33:30,40.66590874800425,-73.96463819461712,40.72180756162906,-73.92644545276539,Clear,31.273237536195055
TRIP_00206,2026-08-22 13:03:01,40.738551763360434,-73.94800800168058,40.804035248771086,-73.91322971707619,Snowy,35.47284124693598
